,Academic Year,Mobility Duration,Field of Education,Participant Country,Education Level,Participant Gender,Fewer Opportunities,Participant Age,Sending Country,Sending City,Sending Organization,Receiving Country,Receiving City,Receiving Organization
75322,2017,139,Music and performing arts,Czech Republic,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,22,Czech Republic,PRAHA 1,AKADEMIE MUZICKYCH UMENI V PRAZE,Sweden,STOCKHOLM,STOCKHOLMS UNIVERSITET
205511,2021,132,Building and civil engineering,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,0,24,Italy,BARI,POLIBA,Poland,WARSZAWA,WUT
369593,2023,94,Engineering and engineering trades,France,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,22,France,Nantes,Nantes Université,Belgium,LIEGE,ULIEGE
331089,2018,240,Business and administration,Turkey,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,23,Turkey,EDIRNE,TRAKYA UNIVERSITESI,Poland,CZESTOCHOWA,POLITECHNIKA CZESTOCHOWSKA
27064,2022,100,Literature and linguistics,Greece,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,20,Greece,Komotini,DEMOCRITUS UNIVERSITY OF THRACE (DUTH),Germany,Hamburg,UHAM
196239,2020,119,Marketing and advertising,Portugal,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,20,Portugal,Lisboa,"Instituto Português de Administração de Marketing (Porto) ENSILIS - Educação e Formação, Unipessoal LDA",Poland,WARSZAWA,AKADEMIA FINANSOW I BIZNESU VISTULAUCZELNIA NIEPANSTWOWA
609629,2021,152,Law,Luxembourg,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,22,Luxembourg,Esch-sur-Alzette,UNIVERSITE DU LUXEMBOURG,Portugal,Lisboa,UNIVERSIDADE NOVA DE LISBOA
67417,2014,295,Biological and related sciences,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,-,22,Spain,VALENCIA,UNIVERSITAT DE VALENCIA,Norway,TRONDHEIM,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU
198491,2022,270,Therapy and rehabilitation,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,21,Italy,FIRENZE,UNIVERSITA DEGLI STUDI DI FIRENZE,Spain,MADRID,UNIVERSIDAD COMPLUTENSE DE MADRID
142087,2018,152,Engineering and engineering trades,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,22,Spain,Castelldefels,UNIVERSITAT POLITECNICA DE CATALUNYA,Italy,TORINO,POLITECNICO DI TORINO
327970,2015,133,Earth sciences,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,22,Germany,München,LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN,Spain,Madrid,UNIVERSIDAD AUTONOMA DE MADRID
371855,2015,285,Business and administration,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Spain,ALICANTE,UNIVERSIDAD DE ALICANTE,France,OTROS,UNIVERSITE PARIS DAUPHINE
135060,2020,301,Economics,Ireland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,20,United Kingdom,COVENTRY,THE UNIVERSITY OF WARWICK,France,PARIS,UNIVERSITE PARIS I PANTHEON-SORBONNE
48269,2016,166,Management and administration,Belgium,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,-,22,Belgium,Bruxelles,UNIVERSITE LIBRE DE BRUXELLES,Italy,Milano,UNIVERSITA COMMERCIALE LUIGI BOCCONI
689174,2024,62,"Textiles (clothes, footwear and leather)",Türkiye,ISCED-8 - Third cycle / Doctoral or equivalent level (EQF-8),Male,0,46,Türkiye,DENIZLI,PAMUKKALE UNIVERSITY PAU,Germany,AACHEN,RWTH AACHEN
110085,2018,73,Business and administration,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,19,Germany,WILDAU,TECHNISCHE HOCHSCHULE WILDAU,France,Suresnes,Perfect Commerce SAS
386764,2015,143,Engineering and engineering trades,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,-,21,Spain,Terrassa,UNIVERSITAT POLITECNICA DE CATALUNYA,Lithuania,VILNIUS,Vilniaus Gedimino technikos universitetas
201673,2018,122,Management and administration,France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,20,France,Paris,UNIVERSITE PARIS DAUPHINE,Spain,Madrid,UNIVERSIDAD AUTONOMA DE MADRID
435583,2023,139,Law,France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,21,France,Nanterre,UPN,Spain,Salamanca,Universidad de Salamanca
229867,2021,121,Biological and related sciences,Spain,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,26,Italy,ANCONA,UNIVERSITA POLITECNICA DELLE MARCHE,Belgium,GENT,UNIVERSITEIT GENT
211131,2020,151,Business and administration,France,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,25,France,Toulouse,Université Toulouse Capitole,Germany,Eichstätt,Katholische Universität Eichstätt-Ingolstadt
20795,2021,210,Mechanics and metal trades,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,20,Spain,OVIEDO,UNIOVI,Italy,MILAN,POLITECNICO DI MILANO
782698,2023,250,Biological and related sciences,Ukraine,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,1,23,Ukraine,Ukraine,-,Ireland,Galway,Atlantic TU
462992,2022,174,Biological and related sciences,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,22,Italy,TORINO,UNIVERSITA DEGLI STUDI DI TORINO,Spain,PALMA DE MALLORCA,UNIVERSIDAD DE LAS ISLAS BALEARES
692955,2023,91,History and archaeology,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,1,22,Germany,Freiburg im Breisgau,UFR,Ireland,Dublin,TRINITY COLLEGE DUBLIN
445110,2016,270,Languages,France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,20,France,CORTE,UNIVERSITE DE CORSE PASCAL PAOLI,United Kingdom,ABERYSTWYTH,ABERYSTWYTH UNIVERSITY
125408,2015,141,Business and administration,Finland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,-,22,Finland,Jyväskylä,JYVASKYLAN YLIOPISTO,United Kingdom,KEELE,UNIVERSITY OF KEELE
619448,2019,102,Dental studies,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,25,Italy,VARESE,UNIVERSITA DEGLI STUDI DELL'INSUBRIA,Spain,Barcelona,Clinica Dental Barcelona
371610,2022,158,Law,France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,20,France,Cergy Pontoise Cedex,CY Cergy Paris Université,Norway,OSLO,UNIVERSITY OF OSLO
146954,2016,81,Languages,France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,20,France,TOULOUSE,UNIVERSITE DE TOULOUSE II - LE MIRAIL,Spain,Madrid,Instituto San Isidro
113816,2023,5,Law,Poland,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,1,21,Poland,WARSZAWA,LAZARSKI UNIVERSITY,Italy,Palermo,-
593897,2019,285,Political sciences and civics,France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,19,France,PESSAC CEDEX,INSTITUT D'ETUDES POLITIQUES DE BORDEAUX,United Kingdom,COVENTRY,COVENTRY UNIVERSITY
203078,2016,180,Philosophy and ethics,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,-,23,Italy,PADOVA,UNIVERSITA DEGLI STUDI DI PADOVA,Spain,Murcia,UNIVERSIDAD DE MURCIA
219865,2016,62,Food processing,Latvia,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,20,Latvia,JELGAVA,LATVIJAS LAUKSAIMNIECIBAS UNIVERSITATE,Belgium,Dendermonde,"""""""""Vicaris"""""""" Brouwerij Dilewyns"
437651,2022,136,Audio-visual techniques and media production,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,24,Italy,MILANO,POLITECNICO DI MILANO,Portugal,LISBOA,"Universidade Europeia - ENSILIS - Educação e Formação, Unipessoal LDA"
65273,2022,12,Arts and humanities,Hungary,ISCED-8 - Third cycle / Doctoral or equivalent level (EQF-8),Female,0,45,Hungary,Budapest,EOTVOS LORAND TUDOMANYEGYETEM,France,Luçay-le-Mâle,ISKCON New Mayapur
73535,2018,120,Mechanics and metal trades,Netherlands,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,23,Belgium,Brussel,ODISEE,Austria,Graz,Trust Flexitanks SL
538637,2017,143,Social and behavioural sciences,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,Yes,24,Italy,PAVIA,UNIVERSITA DEGLI STUDI DI PAVIA,Slovenia,LJUBLJANA,UNIVERZA V LJUBLJANI
254888,2020,60,Education,Netherlands,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,22,Netherlands,EINDHOVEN,STICHTING FONTYS,Greece,Kalliteros,"Archelon,Zakynthos"
194298,2022,122,Environmental sciences,Germany,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,0,24,Germany,OFFENBURG,-,Poland,OLSZTYN,UWM
350966,2016,151,Business and administration,Belgium,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,21,Belgium,LEUVEN,KATHOLIEKE UNIVERSITEIT LEUVEN,France,Marseille,Groupe KEDGE Business School
561022,2016,117,Nursing and midwifery,Turkey,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,22,Turkey,AGRI,AGRI IBRAHIM CECEN UNIVERSITY,Poland,Włocławek,Panstwowa Wyzsza Szkola Zawodowa we Wloclawku
89472,2019,121,Law,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,23,Italy,ENNA,UNIVERSITA DEGLI STUDI DI ENNA KORE,Spain,ALMERIA,UNIVERSIDAD DE ALMERIA
494679,2018,281,Education,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Spain,ALMERIA,UNIVERSIDAD DE ALMERIA,Portugal,GUARDA,INSTITUTO POLITECNICO DA GUARDA
415694,2023,26,Agriculture,France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,20,France,TOULOUSE,PURPAN,Netherlands,ALBLASSERDAM,-
89872,2022,235,Business and administration,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,21,Spain,SANTANDER,UC,France,ANGERS,ESSCA
134093,2020,77,Journalism and information,Germany,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,27,Germany,Düsseldorf,HEINRICH-HEINE-UNIVERSITAET DUESSELDORF,Croatia,Zadar,SVEUCILISTE U ZADRU
792354,2023,270,History and archaeology,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,24,Italy,TORINO,UNIVERSITA DEGLI STUDI DI TORINO,France,LYON,LYON2
160588,2020,290,Languages,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,20,Spain,Madrid,UNIVERSIDAD COMPLUTENSE DE MADRID,Hungary,Budapest,EOTVOS LORAND TUDOMANYEGYETEM
105077,2022,150,Electronics and automation,Poland,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,0,24,Poland,LODZ,TUL,Norway,Vinterbro,-
106974,2014,166,Languages,France,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,22,France,LA ROCHELLE,UNIVERSITE DE LA ROCHELLE,Spain,VIGO,UNIVERSIDAD DE VIGO
74119,2014,247,Chemistry,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,Yes,23,Spain,CORDOBA,UNIVERSIDAD DE CORDOBA,Czech Republic,OSTRAVA PORUBA,VYSOKA SKOLA BANSKA - TECHNICKA UNIVERZITA OSTRAVA
344751,2023,101,"Fashion, interior and industrial design",Romania,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,22,Spain,BARCELONA,IED ESPANA,Romania,BACAU,-
384615,2015,255,Law,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Spain,GETAFE (MADRID),UNIVERSIDAD CARLOS III DE MADRID,Poland,BIALYSTOK,UNIVERSITY OF BIALYSTOK
228082,2017,181,Chemistry,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,22,Italy,PADOVA,UNIVERSITA DEGLI STUDI DI PADOVA,Germany,M�nchen,TECHNISCHE UNIVERSITAET MUENCHEN
27149,2014,159,Mechanics and metal trades,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,24,Germany,Wuerzburg,University of Applied Sciences Wuerzburg-Schweinfurt,Spain,Sta. Margarida,Brose S.A.
532628,2017,90,Literature and linguistics,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,20,Italy,BOLOGNA,ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA,United Kingdom,CANTERBURY,UNIVERSITY OF KENT
118090,2019,129,Mechanics and metal trades,Romania,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,21,Romania,BUCHAREST,UNIVERSITATEA POLITEHNICA DIN BUCURESTI,Germany,Karlsruhe,HOCHSCHULE KARLSRUHE-TECHNIK UND WIRTSCHAFT
515586,2015,120,Economics,Turkey,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,22,Turkey,ISTANBUL,Koç University,Germany,HAMBURG,KUHNE LOGISTICS UNIVERSITY GMBH
52319,2019,132,Psychology,Spain,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,22,Spain,VALENCIA,UNIVERSITAT DE VALENCIA,Portugal,COIMBRA,UNIVERSIDADE DE COIMBRA
80846,2022,90,Education,Azerbaijan,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,24,Italy,Roma,-,Portugal,Braga,CXJV Conexão Jovem Associação
10323,2014,132,Business and administration,Belgium,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,-,21,Belgium,LEUVEN,KATHOLIEKE UNIVERSITEIT LEUVEN,France,Toulouse,UNIVERSITE TOULOUSE 1 CAPITOLE
448344,2016,58,Law,Germany,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,24,France,PARIS 05,UNIVERSITE PARIS II PANTHEON ASSAS,Germany,MUNCHEN,LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN
150973,2020,89,Business and administration,Slovakia,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Male,No,20,Denmark,Esbjerg,Erhvervsakademi Sydvest,Slovakia,Banska Bystrica,Safe time s.r.o.
365381,2019,120,Food processing,Turkey,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,22,Turkey,ADANA,ADANA ALPARSLAN TURKES BILIM VE TEKNOLOJI UNIVERSITESI,Poland,WARSZAWA,SZKOLA GLOWNA GOSPODARSTWA WIEJSKIEGO
266380,2015,127,Language acquisition,Turkey,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,20,Turkey,Balikesir,Balıkesir University,Poland,LODZ,UNIWERSYTET LODZKI
412201,2015,150,Languages,France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,20,France,PARIS,INSTITUT DE MANAGEMENT ET DE COMMUNICATION INTERCULTURELS ASSOCIATION,Netherlands,Almere,Sun Enterprises
602007,2017,129,Therapy and rehabilitation,Turkey,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,23,Turkey,Istanbul,YEDITEPE UNIVERSITY VAKIF,Spain,Villanueva de la Cañada,UNIVERSIDAD ALFONSO X EL SABIO
329770,2015,91,Architecture and construction,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,26,Germany,Berlin,UNIVERSITAT DER KUNSTE BERLIN,United Kingdom,Tunbridge Wells,ARC ML LLP
308839,2015,130,Literature and linguistics,Belgium,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,-,22,Belgium,Antwerpen,UNIVERSITEIT ANTWERPEN,Germany,BAMBERG,OTTO-FRIEDRICH-UNIVERSITAET BAMBERG
613451,2021,106,"Motor vehicles, ships and aircraft",Czechia,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,23,Netherlands,Delft,TECHNISCHE UNIVERSITEIT DELFT,Denmark,UNKNOWN,DANMARKS TEKNISKE UNIVERSITET
504523,2019,132,Economics,Germany,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,23,Germany,Regensburg,UNIVERSITAET REGENSBURG,Spain,Getafe Madrid,UNIVERSIDAD CARLOS III DE MADRID
112526,2016,109,"Hotel, restaurants and catering",Spain,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Female,No,21,Spain,Segovia,Centro Integrado de Formación Profesional Felipe VI,Malta,ST. JULIAN´S,BE HOTEL MALTA
9110,2021,157,Business and administration,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,32,Germany,WORMS,HOCHSCHULE WORMS,Austria,GRAZ,-
526846,2017,153,Accounting and taxation,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,20,Italy,MILAN,UNIVERSITA COMMERCIALE LUIGI BOCCONI,Denmark,Copenhagen,COPENHAGEN BUSINESS SCHOOL
175781,2023,60,Pharmacy,Greece,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,21,Cyprus,NICOSIA,University of Nicosia,Greece,Larissa,-
252328,2016,155,Psychology,Poland,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,22,Poland,KRAKOW,UNIWERSYTET JAGIELLONSKI,Netherlands,LEIDEN,UNIVERSITEIT LEIDEN
44633,2019,132,Architecture and construction,Sweden,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,26,Denmark,KOBENHAVN,"DET KONGELIGE DANSKE KUNSTAKADEMIS SKOLER FOR ARKITEKTUR, DESIGN OG KONSERVERING.",Czechia,Praha,Vysoka skola umeleckoprumyslova v Praze
74451,2018,112,Social work and counselling,Belgium,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Yes,21,Belgium,DIEPENBEEK,UC LIMBURG,Ireland,Waterford,WATERFORD INSTITUTE OF TECHNOLOGY
495943,2016,152,Law,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,22,Italy,MILANO,UNIVERSITA' DEGLI STUDI DI MILANO-BICOCCA,Spain,CERDANYOLA BARCELONA,UNIVERSITAT AUTONOMA DE BARCELONA
176784,2020,254,Music and performing arts,France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,19,France,Paris,Sorbonne Université,United Kingdom,Cardiff,CARDIFF UNIVERSITY
218598,2014,96,Engineering and engineering trades,Turkey,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,21,Turkey,Besiktas Istanbul,BAHCESEHIR UNIVERSITESI FOUNDATION,Germany,BERLIN,GERMAN TURKISH ADVANCED RESEARCH CENTRE FOR ICT
159283,2014,182,Language acquisition,Netherlands,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,20,Netherlands,GRONINGEN,RIJKSUNIVERSITEIT GRONINGEN,Germany,HEIDELBERG,RUPRECHT-KARLS-UNIVERSITAET HEIDELBERG
277267,2017,143,Economics,Poland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Yes,21,Poland,WARSZAWA,SZKOLA GLOWNA GOSPODARSTWA WIEJSKIEGO,Spain,CARTAGENA,UNIVERSIDAD POLITECNICA DE CARTAGENA
392798,2015,116,Business and administration,Finland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Finland,OULU,OULUN AMMATTIKORKEAKOULU OY,Germany,Cologne,Cologne Business School
546694,2019,300,Medicine,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Spain,SANTANDER,UNIVERSIDAD DE CANTABRIA,France,SAINT MARTIN D'HERES,UNIVERSITE GRENOBLE ALPES
810050,2023,128,Food processing,Netherlands,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,22,Netherlands,s Hertogenbosch,HAS green academy,Germany,Neuwied,Zion Neuwied
810765,2023,290,"Hotel, restaurants and catering",Netherlands,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,20,Netherlands,LEEUWARDEN,Stichting NHL Stenden Hogeschool,Spain,Barcelona,-
154420,2020,90,Earth sciences,Greece,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,25,Greece,ΠΑΤΡΑ,PANEPISTIMIO PATRON,Germany,Lübeck,Technical University of Applied Sciences Lübeck|Department of Architecture and Civil Engineering|Hydrology and water management laboratory
275855,2017,90,Political sciences and civics,Belarus,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,22,Poland,WARSZAWA,UNIWERSYTET WARSZAWSKI,Spain,Granada,Europuente Spanish Project Partner S.L.
614411,2017,104,Psychology,United Kingdom,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,20,United Kingdom,BELFAST,THE QUEEN'S UNIVERSITY OF BELFAST,Germany,MANNHEIM,UNIVERSITAET MANNHEIM
630636,2019,106,Education science,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,28,Italy,MILANO,UNIVERSITA CATTOLICA DEL SACRO CUORE,Finland,KUOPIO,ITA-SUOMEN YLIOPISTO
71551,2016,139,Sociology and cultural studies,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,26,Germany,K�ln,UNIVERSITAET ZU KOELN,Portugal,Lisboa,UNIVERSIDADE NOVA DE LISBOA
234698,2017,120,Arts,Poland,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,28,Italy,Venezia,Fine Arts Academy of Venice,Finland,Helsinki,The Finnish Bioart Society
176564,2014,92,Fine arts,Poland,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,24,Poland,Wroclaw,Akademia Sztuk Pieknych im.E.Gepperta we Wroclawiu,Germany,Berlin,DNA Galerie
545371,2023,293,Social and behavioural sciences,Romania,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,19,Romania,BUCURESTI,UNIVERSITAT DE BARCELONA,Greece,KALLITHEA ATHINA,PANTEION UNIVERSITY OF SOCIAL AND POLITICAL SCIENCES
